timestamp,model,revision,step,threshold,layer_name,layer_index,num_neurons,num_dormant,pct_dormant,avg_activation,max_activation
2025-11-06T13:42:20.908788,EleutherAI/pythia-70m-deduped,step37000,37000,0.5,layers.0.mlp.act,0,2048,57,2.7832,0.137682,0.70319
2025-11-06T13:42:20.908788,EleutherAI/pythia-70m-deduped,step37000,37000,0.5,layers.1.mlp.act,1,2048,107,5.2246,0.159127,1.230696
2025-11-06T13:42:20.908788,EleutherAI/pythia-70m-deduped,step37000,37000,0.5,layers.2.mlp.act,2,2048,33,1.6113,0.15678,2.287198
2025-11-06T13:42:20.908788,EleutherAI/pythia-70m-deduped,step37000,37000,0.5,layers.3.mlp.act,3,2048,50,2.4414,0.172504,1.59525
2025-11-06T13:42:20.908788,EleutherAI/pythia-70m-deduped,step37000,37000,0.5,layers.4.mlp.act,4,2048,40,1.9531,0.189106,1.144696
2025-11-06T13:42:20.908788,EleutherAI/pythia-70m-deduped,step37000,37000,0.5,layers.5.mlp.act,5,2048,61,2.9785,0.192723,1.710951
2025-11-06T13:44:47.703961,EleutherAI/pythia-70m-deduped,step1000,1000,0.5,layers.0.mlp.act,0,2048,103,5.0293,0.222101,1.256157
2025-11-06T13:44:47.703961,EleutherAI/pythia-70m-deduped,step1000,1000,0.5,layers.1.mlp.act,1,2048,1,0.0488,0.176803,0.911388
2025-11-06T13:44:47.703961,EleutherAI/pythia-70m-deduped,step1000,1000,0.5,layers.2.mlp.act,2,2048,0,0.0,0.170555,0.813229
2025-11-06T13:44:47.703961,EleutherAI/pythia-70m-deduped,step1000,1000,0.5,layers.3.mlp.act,3,2048,0,0.0,0.182879,0.807682
2025-11-06T13:44:47.703961,EleutherAI/pythia-70m-deduped,step1000,1000,0.5,layers.4.mlp.act,4,2048,0,0.0,0.185589,0.77151
2025-11-06T13:44:47.703961,EleutherAI/pythia-70m-deduped,step1000,1000,0.5,layers.5.mlp.act,5,2048,12,0.5859,0.185398,0.764114
2025-11-06T13:45:04.273881,EleutherAI/pythia-70m-deduped,step7000,7000,0.5,layers.0.mlp.act,0,2048,41,2.002,0.180426,0.878465
2025-11-06T13:45:04.273881,EleutherAI/pythia-70m-deduped,step7000,7000,0.5,layers.1.mlp.act,1,2048,16,0.7812,0.16552,0.779914
2025-11-06T13:45:04.273881,EleutherAI/pythia-70m-deduped,step7000,7000,0.5,layers.2.mlp.act,2,2048,5,0.2441,0.162416,1.527775
2025-11-06T13:45:04.273881,EleutherAI/pythia-70m-deduped,step7000,7000,0.5,layers.3.mlp.act,3,2048,13,0.6348,0.175982,1.195427
2025-11-06T13:45:04.273881,EleutherAI/pythia-70m-deduped,step7000,7000,0.5,layers.4.mlp.act,4,2048,12,0.5859,0.176547,0.733797
2025-11-06T13:45:04.273881,EleutherAI/pythia-70m-deduped,step7000,7000,0.5,layers.5.mlp.act,5,2048,42,2.0508,0.185662,0.777616
2025-11-06T13:45:21.385935,EleutherAI/pythia-70m-deduped,step14000,14000,0.5,layers.0.mlp.act,0,2048,168,8.2031,0.177681,1.055519
2025-11-06T13:45:21.385935,EleutherAI/pythia-70m-deduped,step14000,14000,0.5,layers.1.mlp.act,1,2048,40,1.9531,0.161407,0.925463
